kegg_pair,Enzyme1,WT_MEF.x,WT_BMDM.x,log2diff.x,Enzyme2,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
cyp2j9-gpx8,cyp2j9,0.383556,0.0392873,0.412786511619675,gpx8,340.111,0.429472,7.89861510764447,7.48582859602479
nme3-npr2,nme3,9.00305,28.806209,-1.57517293822072,npr2,73.633276,0.2432081,5.90767930033879,7.48285223855951
npr2-pde1c,npr2,73.633276,0.2432081,5.90767930033879,pde1c,0.4673605,3.3317712,-1.56173368842362,7.4694129887624
gstm7-hpgds,gstm7,1.5115395,0.693902,0.568221554478751,hpgds,0.109275,131.38874,-6.89901954435191,7.46724109883066
hpgds-gstm7,hpgds,0.109275,131.38874,-6.89901954435191,gstm7,1.5115395,0.693902,0.568221554478751,7.46724109883066
agpat5-pld4,agpat5,14.340442,27.220005,-0.879378192129736,pld4,0.445869,469.26355,-8.3453888576232,7.46601066549347
pde1b-ak5,pde1b,2.29403,24.6889,-2.96321951587038,ak5,30.21457,0.381986,4.49740468600608,7.46062420187646
cyp1b1-gstt2,cyp1b1,149.006,0.396405,6.74715896938365,gstt2,2.691831493,5.047447356,-0.711989600098558,7.45914856948221
cyp1b1-h2-ke6,cyp1b1,149.006,0.396405,6.74715896938365,h2-ke6,18.07903001,30.073942,-0.703717445816197,7.45087641519985
plcb2-plcd3,plcb2,0.0908035,25.791776,-4.61832707957913,plcd3,15.685744,1.350477,2.82759054764353,7.44591762722266
plcd3-plcg2,plcd3,15.685744,1.350477,2.82759054764353,plcg2,2.64528,87.7886,-4.60627291411713,7.43386346176067
pld3-pld4,pld3,194.134539,377.444984,-0.955614426387472,pld4,0.445869,469.26355,-8.3453888576232,7.38977443123573
aldh3a1-hpgds,aldh3a1,0.402772,0,0.48828053910777,hpgds,0.109275,131.38874,-6.89901954435191,7.38730008345968
anpep-gss,anpep,8.9749,495.152998,-5.63633888267481,gss,57.68385,16.525223,1.74353072130531,7.37986960398012
hpgds-ptges2,hpgds,0.109275,131.38874,-6.89901954435191,ptges2,27.330849,19.38778,0.474669145448665,7.37368868980058
pik3cd-plce1,pik3cd,1.5242462,36.906366,-3.9085156209233,plce1,10.13326093,0.0132735,3.45778067958051,7.36629630050382
pld4-lpin2,pld4,0.445869,469.26355,-8.3453888576232,lpin2,11.7252139,24.1096653,-0.980552891314049,7.36483596630915
plcb2-inpp5a,plcb2,0.0908035,25.791776,-4.61832707957913,inpp5a,53.3382136,7.15948,2.73541801897967,7.3537450985588
plcg2-inpp5a,plcg2,2.64528,87.7886,-4.60627291411713,inpp5a,53.3382136,7.15948,2.73541801897967,7.34169093309681
hk3-khk,hk3,0.226898,257.87683,-7.72110672328951,khk,13.2684715,17.59633,-0.382187137053641,7.33891958623587
npr2-pde3b,npr2,73.633276,0.2432081,5.90767930033879,pde3b,2.1424577,7.46695,-1.429949044576,7.33762834491478
pik3cg-plcg1,pik3cg,0.1024309,37.884952,-5.14045182182076,plcg1,36.621681,7.212246,2.19571556282504,7.3361673846458
gpx1-gpx7,gpx1,437.34412,1681.16476,-1.94018321687313,gpx7,65.1881,0.573181,5.39481528475329,7.33499850162643
gpx8-gstm7,gpx8,340.111,0.429472,7.89861510764447,gstm7,1.5115395,0.693902,0.568221554478751,7.33039355316572
entpd1-pde4d,entpd1,1.8928853,48.673473,-4.1018945905206,pde4d,15.723309,0.7867857,3.22642181944367,7.32831640996427
galnt12-wbscr17,galnt12,0.798209,9.336564,-2.5231240804315,wbscr17,26.88696974,0,4.80151927132646,7.32464335175796
cyp1b1-ugt1a1,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a1,0,0.479914,-0.56551334113906,7.31267231052271
hpgds-txndc12,hpgds,0.109275,131.38874,-6.89901954435191,txndc12,86.790554,66.421871,0.380849054869918,7.27986859922183
cyp1b1-hsd17b1,cyp1b1,149.006,0.396405,6.74715896938365,hsd17b1,0.151799,0.627773,-0.499010548965625,7.24616951834928
gpx8-gsto2,gpx8,340.111,0.429472,7.89861510764447,gsto2,1.42778,0.543863,0.653092957941813,7.24552214970265
lpl-mgll,lpl,15.897986,279.8065592,-4.05465342202347,mgll,10.728381,0.2998428,3.17359481303558,7.22824823505905
galnt2-galnt6,galnt2,87.551611,27.6453,1.62822010676756,galnt6,0.244237,59.2633,-5.59794645795474,7.22616656472229
cyp2j6-cyp4f18,cyp2j6,7.97591,0.842289,2.28455881549824,cyp4f18,0,29.63136,-4.93693751738082,7.22149633287906
gpx4-hpgds,gpx4,810.277051,653.869209,0.308987879525438,hpgds,0.109275,131.38874,-6.89901954435191,7.20800742387735
adh1-aldh3b1,adh1,6.442594,0.14308752,2.70286967072299,aldh3b1,3.04071,90.6435,-4.50335183958591,7.2062215103089
dgkg-pld4,dgkg,0,1.255886,-1.17369416375168,pld4,0.445869,469.26355,-8.3453888576232,7.17169469387152
gpx7-mgst2,gpx7,65.1881,0.573181,5.39481528475329,mgst2,0.8148781,5.194421,-1.77109678831109,7.16591207306439
acyp2-acss1,acyp2,28.0981,0.910372,3.92899945182964,acss1,0,8.31021,-3.21881370941046,7.1478131612401
cyp1b1-hsd17b12,cyp1b1,149.006,0.396405,6.74715896938365,hsd17b12,133.752,176.428,-0.396927014287548,7.1440859836712
lpin3-lpl,lpin3,7.870610848,0.0449562,3.08559098271392,lpl,15.897986,279.8065592,-4.05465342202347,7.14024440473739
pla2g2e-pld4,pla2g2e,2.53914,7.27986,-1.22620754163157,pld4,0.445869,469.26355,-8.3453888576232,7.11918131599163
inpp5d-pten,inpp5d,0.9078523,133.997912,-6.14484379649807,pten,34.240489,17.103897,0.960933661658927,7.10577745815699
gpx8-gstp2,gpx8,340.111,0.429472,7.89861510764447,gstp2,0.762288,0,0.817449714393923,7.08116539325054
dck-ak1,dck,16.907562,60.083416,-1.77021180799145,ak1,189.645,3.81771,5.30639733034639,7.07660913833784
cyp1b1-ugt1a5,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a5,0,0.253522,-0.325987316484877,7.07314628586853
adh5-hpgds,adh5,117.83808,104.403014,0.173081080221333,hpgds,0.109275,131.38874,-6.89901954435191,7.07210062457325
galnt13-galnt7,galnt13,18.196235,0,4.26275147461169,galnt7,5.393887,43.725143,-2.8063209425046,7.06907241711629
ctps-entpd1,ctps,119.059338,14.68,2.93675015359956,entpd1,1.8928853,48.673473,-4.1018945905206,7.03864474412016
adcy9-npr2,adcy9,2.523206553,6.69565031,-1.12715418723735,npr2,73.633276,0.2432081,5.90767930033879,7.03483348757614
hpgds-mgst1,hpgds,0.109275,131.38874,-6.89901954435191,mgst1,118.231128,107.686539,0.133587661991804,7.03260720634372
mgst1-hpgds,mgst1,118.231128,107.686539,0.133587661991804,hpgds,0.109275,131.38874,-6.89901954435191,7.03260720634372
hpgds-ptgds,hpgds,0.109275,131.38874,-6.89901954435191,ptgds,0.0766681,0,0.106573584812455,7.00559312916437
cyp1b1-gstm4,cyp1b1,149.006,0.396405,6.74715896938365,gstm4,8.103727,9.88746791,-0.258139266320885,7.00529823570454
p4ha3-prodh,p4ha3,70.39055,0.0539653,6.08183384207573,prodh,0.3368995,1.508119,-0.90771478330955,6.98954862538528
pla2g6-cyp4f18,pla2g6,13.89847303,2.608515,2.04568731704701,cyp4f18,0,29.63136,-4.93693751738082,6.98262483442783
pik3cg-plcb1,pik3cg,0.1024309,37.884952,-5.14045182182076,plcb1,2.677424,0.0274404,1.83964081798129,6.98009263980205
cyp1b1-gstm3,cyp1b1,149.006,0.396405,6.74715896938365,gstm3,0,0.162158,-0.216806222202587,6.96396519158624
aldh1a7-ugt1a7c,aldh1a7,3.19364,0.0977377,1.93366965027969,ugt1a7c,1.87087,92.0015,-5.01769407692343,6.95136372720312
ept1-pld4,sell,0.0163385,1.67192,-1.39449582896163,pld4,0.445869,469.26355,-8.3453888576232,6.95089302866157
adcy4-entpd1,adcy4,6.31417,0.0289318,2.82954679878007,entpd1,1.8928853,48.673473,-4.1018945905206,6.93144138930067
cyp1b1-ugt1a6a,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a6a,9.2326513,10.624188,-0.183949942598025,6.93110891198167
adcy7-pde4d,adcy7,5.538565004,83.60537,-3.69370328342386,pde4d,15.723309,0.7867857,3.22642181944367,6.92012510286753
nmnat2-bst1,nmnat2,8.33107,0,3.22204252536243,bst1,0.142555,13.722741,-3.68771076940523,6.90975329476766
adh4-hpgds,adh4,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
aldh3b2-hpgds,aldh3b2,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
ggt1-hpgds,ggt1,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
gpx5-hpgds,gpx5,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
gpx6-hpgds,gpx6,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
gsta1-hpgds,gsta1,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
gsta2-hpgds,gsta2,0,0,0,hpgds,0.109275,131.38874,-6.89901954435191,6.89901954435191
hpgds-ggt1,hpgds,0.109275,131.38874,-6.89901954435191,ggt1,0,0,0,6.89901954435191
hpgds-gsta1,hpgds,0.109275,131.38874,-6.89901954435191,gsta1,0,0,0,6.89901954435191
hpgds-gsta2,hpgds,0.109275,131.38874,-6.89901954435191,gsta2,0,0,0,6.89901954435191
cyp1a2-cyp1b1,cyp1a2,0,0.104575,-0.143491380173091,cyp1b1,149.006,0.396405,6.74715896938365,6.89065034955674
lpl-mogat2,lpl,15.897986,279.8065592,-4.05465342202347,mogat2,9.82633,0.516466,2.83575921155141,6.89041263357488
entpd1-pde5a,entpd1,1.8928853,48.673473,-4.1018945905206,pde5a,7.35402,0.211867,2.78523922282013,6.88713381334074
entpd1-gucy1a2,entpd1,1.8928853,48.673473,-4.1018945905206,gucy1a2,7.3487051,0.213061,2.78290035053749,6.88479494105809
galnt14-gcnt1,galnt14,4.36497,0,2.42357010369899,gcnt1,1.889713,62.51303,-4.45805447836963,6.88162458206862
ak1-nme3,ak1,189.645,3.81771,5.30639733034639,nme3,9.00305,28.806209,-1.57517293822072,6.88157026856712
pde1c-ak1,pde1c,0.4673605,3.3317712,-1.56173368842362,ak1,189.645,3.81771,5.30639733034639,6.86813101877001
pla2g5-pld4,pla2g5,0,1.79642,-1.48358105828553,pld4,0.445869,469.26355,-8.3453888576232,6.86180779933767
hk1-hk3,hk1,49.0264866,90.382572,-0.869226914095356,hk3,0.226898,257.87683,-7.72110672328951,6.85187980919416
npr2-polr3gl,npr2,73.633276,0.2432081,5.90767930033879,polr3gl,12.11201,24.00937,-0.931579855847059,6.83925915618584
amdhd2-hk3,amdhd2,49.036825,91.3335,-0.883863925886161,hk3,0.226898,257.87683,-7.72110672328951,6.83724279740335
gpi1-hk3,gpi1,302.485412,563.249801,-0.894706834224666,hk3,0.226898,257.87683,-7.72110672328951,6.82639988906485
hk3-gpi1,hk3,0.226898,257.87683,-7.72110672328951,gpi1,302.485412,563.249801,-0.894706834224666,6.82639988906485
cyp1b1-ugt2b5,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b5,0.0529454,0.109563,-0.0755609567868369,6.82271992617049
inpp5d-pik3c2b,inpp5d,0.9078523,133.997912,-6.14484379649807,pik3c2b,0.667601,0.0484535,0.669511264559044,6.81435506105711
cyp1b1-ugt2a3,cyp1b1,149.006,0.396405,6.74715896938365,ugt2a3,0,0.0476089,-0.0671002213220732,6.81425919070572
plcb2-plcg1,plcb2,0.0908035,25.791776,-4.61832707957913,plcg1,36.621681,7.212246,2.19571556282504,6.81404264240416
cyp2e1-hpgds,cyp2e1,1.33712,1.491553,-0.092313451620655,hpgds,0.109275,131.38874,-6.89901954435191,6.80670609273126
plcg1-plcg2,plcg1,36.621681,7.212246,2.19571556282504,plcg2,2.64528,87.7886,-4.60627291411713,6.80198847694217
cyp1b1-ugt2b1,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b1,0,0.0386901,-0.0547652809188971,6.80192425030255
glb1-hk3,glb1,63.57515,121.37732,-0.922285215696174,hk3,0.226898,257.87683,-7.72110672328951,6.79882150759334
aldh3b1-gstm5,aldh3b1,3.04071,90.6435,-4.50335183958591,gstm5,58.998459,11.246,2.29261485882326,6.79596669840917
ggt6-hpgds,ggt6,0,0.0754538,-0.104945549919023,hpgds,0.109275,131.38874,-6.89901954435191,6.79407399443289
hpgds-ggt6,hpgds,0.109275,131.38874,-6.89901954435191,ggt6,0,0.0754538,-0.104945549919023,6.79407399443289
entpd1-pde1a,entpd1,1.8928853,48.673473,-4.1018945905206,pde1a,5.454253192,0,2.69025017399436,6.79214476451496
galnt12-galnt13,galnt12,0.798209,9.336564,-2.5231240804315,galnt13,18.196235,0,4.26275147461169,6.78587555504319
npr2-pde2a,npr2,73.633276,0.2432081,5.90767930033879,pde2a,0.560264853,1.861128,-0.8747930962713,6.78247239661009
anpep-lap3,anpep,8.9749,495.152998,-5.63633888267481,lap3,86.54516261,38.7578,1.1387895358935,6.77512841856831
sord-hk3,sord,15.17,30.2131,-0.948831970099773,hk3,0.226898,257.87683,-7.72110672328951,6.77227475318974
gsr-hpgds,gsr,28.25335,31.23891,-0.140201120086847,hpgds,0.109275,131.38874,-6.89901954435191,6.75881842426507
cyp1a2-hpgds,cyp1a2,0,0.104575,-0.143491380173091,hpgds,0.109275,131.38874,-6.89901954435191,6.75552816417882
gpx2-hpgds,gpx2,0,0.108108,-0.148098498238391,hpgds,0.109275,131.38874,-6.89901954435191,6.75092104611352
cyp1b1-gsta1,cyp1b1,149.006,0.396405,6.74715896938365,gsta1,0,0,0,6.74715896938365
cyp1b1-gsta2,cyp1b1,149.006,0.396405,6.74715896938365,gsta2,0,0,0,6.74715896938365
cyp1b1-hsd17b2,cyp1b1,149.006,0.396405,6.74715896938365,hsd17b2,0,0,0,6.74715896938365
cyp1b1-hsd17b6,cyp1b1,149.006,0.396405,6.74715896938365,hsd17b6,0,0,0,6.74715896938365
cyp1b1-ugt1a10,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a10,0,0,0,6.74715896938365
cyp1b1-ugt1a2,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a2,0,0,0,6.74715896938365
cyp1b1-ugt1a9,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a9,0,0,0,6.74715896938365
cyp1b1-ugt2a1,cyp1b1,149.006,0.396405,6.74715896938365,ugt2a1,0,0,0,6.74715896938365
cyp1b1-ugt2a2,cyp1b1,149.006,0.396405,6.74715896938365,ugt2a2,0,0,0,6.74715896938365
cyp1b1-ugt2b37,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b37,0,0,0,6.74715896938365
cyp1b1-ugt2b38,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b38,0,0,0,6.74715896938365
galnt10-gcnt1,galnt10,75.24808,14.71539,2.27852293443856,gcnt1,1.889713,62.51303,-4.45805447836963,6.73657741280818
pde3b-ak1,pde3b,2.1424577,7.46695,-1.429949044576,ak1,189.645,3.81771,5.30639733034639,6.73634637492239
pik3cd-plcd3,pik3cd,1.5242462,36.906366,-3.9085156209233,plcd3,15.685744,1.350477,2.82759054764353,6.73610616856684
b4galt2-glb1,b4galt2,58.40078,0.0566601,5.81289859629795,glb1,63.57515,121.37732,-0.922285215696174,6.73518381199412
ak5-ampd3,ak5,30.21457,0.381986,4.49740468600608,ampd3,9.899421,50.283457,-2.23424201874056,6.73164670474664
ak1-ntpcr,ak1,189.645,3.81771,5.30639733034639,ntpcr,25.20031,69.239343,-1.42269546863585,6.72909279898224
hk2-hk3,hk2,11.4863,23.8504,-0.992923040061323,hk3,0.226898,257.87683,-7.72110672328951,6.72818368322819
mgat3-mgat4a,mgat3,7.51289,0.0208074,3.05993829606624,mgat4a,0.8209538,22.070032,-3.66325378034156,6.7231920764078
cmpk2-dctd,cmpk2,0.148556,23.045442,-4.38787034103526,dctd,27.47856,4.695982,2.32185970687394,6.7097300479092
cyp1b1-ugt2b34,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b34,0.0312329,0,0.0443701966532521,6.7027887727304
cyp19a1-cyp1b1,cyp19a1,0.0407799,0,0.0576650054750977,cyp1b1,149.006,0.396405,6.74715896938365,6.68949396390855
gstm3-hpgds,gstm3,0,0.162158,-0.216806222202587,hpgds,0.109275,131.38874,-6.89901954435191,6.68221332214933
hpgds-gstm3,hpgds,0.109275,131.38874,-6.89901954435191,gstm3,0,0.162158,-0.216806222202587,6.68221332214933
nme3-adcy6,nme3,9.00305,28.806209,-1.57517293822072,adcy6,38.4311,0.144194,5.10693036820939,6.68210330643011
cyp1b1-ugt2b36,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b36,0.0520357,0,0.0731836621768622,6.67397530720679
adcy6-pde1c,adcy6,38.4311,0.144194,5.10693036820939,pde1c,0.4673605,3.3317712,-1.56173368842362,6.668664056633
hsd17b7-ugt1a7c,hsd17b7,40.46317,12.30456,1.63990962034333,ugt1a7c,1.87087,92.0015,-5.01769407692343,6.65760369726676
gstm4-hpgds,gstm4,8.103727,9.88746791,-0.258139266320885,hpgds,0.109275,131.38874,-6.89901954435191,6.64088027803103
hpgds-gstm4,hpgds,0.109275,131.38874,-6.89901954435191,gstm4,8.103727,9.88746791,-0.258139266320885,6.64088027803103
aldoc-gapdhs,aldoc,0.5248288,56.192813,-5.22911468708269,gapdhs,4.632611,1.133688,1.40045460694746,6.62956929403016
cyp1b1-mgst1,cyp1b1,149.006,0.396405,6.74715896938365,mgst1,118.231128,107.686539,0.133587661991804,6.61357130739185
cyp1b1-ugt2b35,cyp1b1,149.006,0.396405,6.74715896938365,ugt2b35,0.169456,0.0584926,0.143826398882148,6.6033325705015
gpx8-gstt3,gpx8,340.111,0.429472,7.89861510764447,gstt3,14.1783158,5.111427,1.31243052736841,6.58618458027605
hk3-pfkl,hk3,0.226898,257.87683,-7.72110672328951,pfkl,35.5212644,79.608315,-1.14219195131316,6.57891477197635
aldh7a1-gatm,aldh7a1,86.77321,21.474564,1.96548754170601,gatm,0.62673,38.787434,-4.6122661371089,6.57775367881491
ephx1-mgst2,ephx1,284.119721,9.21198,4.80323330776584,mgst2,0.8148781,5.194421,-1.77109678831109,6.57433009607693
gpx3-gpx7,gpx3,20.052029,45.6593,-1.14820537632822,gpx7,65.1881,0.573181,5.39481528475329,6.54302066108152
aldh3b1-abat,aldh3b1,3.04071,90.6435,-4.50335183958591,abat,3.27757,0.0418832,2.03759791000017,6.54094974958608
adcy6-pde3b,adcy6,38.4311,0.144194,5.10693036820939,pde3b,2.1424577,7.46695,-1.429949044576,6.53687941278538
ak1-nt5e,ak1,189.645,3.81771,5.30639733034639,nt5e,3.23059,8.9083707,-1.22778896858999,6.53418629893638
adcy6-ntpcr,adcy6,38.4311,0.144194,5.10693036820939,ntpcr,25.20031,69.239343,-1.42269546863585,6.52962583684523
adcy4-adcy7,adcy4,6.31417,0.0289318,2.82954679878007,adcy7,5.538565004,83.60537,-3.69370328342386,6.52325008220393
cyp1b1-ido1,cyp1b1,149.006,0.396405,6.74715896938365,ido1,0.180027,0,0.238819870028188,6.50833909935546
pde8a-ak1,pde8a,16.678757,39.415361,-1.1928868923581,ak1,189.645,3.81771,5.30639733034639,6.49928422270449
inpp5d-pik3c2a,inpp5d,0.9078523,133.997912,-6.14484379649807,pik3c2a,25.0941474,19.454502,0.351307851356613,6.49615164785468
adcy7-pde5a,adcy7,5.538565004,83.60537,-3.69370328342386,pde5a,7.35402,0.211867,2.78523922282013,6.478942506244
adcy7-gucy1a2,adcy7,5.538565004,83.60537,-3.69370328342386,gucy1a2,7.3487051,0.213061,2.78290035053749,6.47660363396135
aldh3b1-aldh7a1,aldh3b1,3.04071,90.6435,-4.50335183958591,aldh7a1,86.77321,21.474564,1.96548754170601,6.46883938129192
gpx7-gstm1,gpx7,65.1881,0.573181,5.39481528475329,gstm1,33.755712,72.146352,-1.07353581513237,6.46835109988567
hnmt-maoa,hnmt,1.17292703,10.13198008,-2.35699859948887,maoa,72.0877,3.24255,4.10662506638774,6.46362366587661
gpx1-gsta4,gpx1,437.34412,1681.16476,-1.94018321687313,gsta4,24.53438,0.112364,4.52074016441871,6.46092338129184
plcb1-plcb2,plcb1,2.677424,0.0274404,1.83964081798129,plcb2,0.0908035,25.791776,-4.61832707957913,6.45796789756041
pik3cb-plcd1,pik3cb,6.9395,41.36754,-2.41583930366433,plcd1,32.93366,1.063621,4.03946710586315,6.45530640952748
ptgs1-tbxas1,ptgs1,8.393435,4.690013,0.723220871752177,tbxas1,1.1791225,114.2830637,-5.72528947093682,6.448510342689
plcb1-plcg2,plcb1,2.677424,0.0274404,1.83964081798129,plcg2,2.64528,87.7886,-4.60627291411713,6.44591373209842
ak1-ak8,ak1,189.645,3.81771,5.30639733034639,ak8,0,1.181831,-1.12553935789233,6.43193668823872
pla2g4b-cyp4f18,pla2g4b,2.90156296,0.386406,1.49270237790835,cyp4f18,0,29.63136,-4.93693751738082,6.42963989528917
pik3cg-plcb3,pik3cg,0.1024309,37.884952,-5.14045182182076,plcb3,47.9246,19.0342,1.28809515401853,6.42854697583929
gpx7-gsta3,gpx7,65.1881,0.573181,5.39481528475329,gsta3,0.2012141,1.434288,-1.0190065483958,6.41382183314909
cyp1b1-ugt1a6b,cyp1b1,149.006,0.396405,6.74715896938365,ugt1a6b,0.669232,0.322903,0.335477201242042,6.41168176814161
adcy7-pde1a,adcy7,5.538565004,83.60537,-3.69370328342386,pde1a,5.454253192,0,2.69025017399436,6.38395345741822
cyp1b1-comt,cyp1b1,149.006,0.396405,6.74715896938365,comt,86.3701,66.78292,0.36621785413051,6.38094111525314
npr2-polr3c,npr2,73.633276,0.2432081,5.90767930033879,polr3c,22.510331,31.485591,-0.466505101196267,6.37418440153505
aldh3b1-gsto1,aldh3b1,3.04071,90.6435,-4.50335183958591,gsto1,355.23474,98.555126,1.83926070888804,6.34261254847395
aldh1a1-ugt1a7c,aldh1a1,1.87175,0.147602,1.32330777341015,ugt1a7c,1.87087,92.0015,-5.01769407692343,6.34100185033358
pld4-cds1,pld4,0.445869,469.26355,-8.3453888576232,cds1,3.02513,15.15058,-2.00447869199799,6.34091016562521
ptges3-tbxas1,ptges3,140.34741,91.7756,0.60742811668861,tbxas1,1.1791225,114.2830637,-5.72528947093682,6.33271758762543
cyp2u1-cyp4f18,cyp2u1,2.819937,0.459055,1.38851457734487,cyp4f18,0,29.63136,-4.93693751738082,6.32545209472569
galnt1-galnt6,galnt1,75.043341,45.293658,0.71600735385992,galnt6,0.244237,59.2633,-5.59794645795474,6.31395381181466
pfkm-aldoc,pfkm,19.67780027,8.79537,1.0779108246514,aldoc,0.5248288,56.192813,-5.22911468708269,6.30702551173409
adcy6-pde8a,adcy6,38.4311,0.144194,5.10693036820939,pde8a,16.678757,39.415361,-1.1928868923581,6.29981726056748
galnt3-wbscr17,galnt3,1.368915792,5.66431,-1.49222859538936,wbscr17,26.88696974,0,4.80151927132646,6.29374786671582
gsta4-mgst2,gsta4,24.53438,0.112364,4.52074016441871,mgst2,0.8148781,5.194421,-1.77109678831109,6.2918369527298
mgst2-gsta4,mgst2,0.8148781,5.194421,-1.77109678831109,gsta4,24.53438,0.112364,4.52074016441871,6.2918369527298
nme6-npr2,nme6,27.68438225,36.375503,-0.381827546963887,npr2,73.633276,0.2432081,5.90767930033879,6.28950684730267
pip5k1a-pik3cg,pip5k1a,38.338123,16.806972,1.14348590861698,pik3cg,0.1024309,37.884952,-5.14045182182076,6.28393773043774
gpx8-gstm6,gpx8,340.111,0.429472,7.89861510764447,gstm6,2.06682,0,1.61674349339723,6.28187161424724
npr2-polr2a,npr2,73.633276,0.2432081,5.90767930033879,polr2a,38.46130063,50.074902,-0.372176023244462,6.27985532358325
adcy3-entpd1,adcy3,19.39436,3.511477,2.17649849843064,entpd1,1.8928853,48.673473,-4.1018945905206,6.27839308895124
dck-ak5,dck,16.907562,60.083416,-1.77021180799145,ak5,30.21457,0.381986,4.49740468600608,6.26761649399753
cyp1b1-ido2,cyp1b1,149.006,0.396405,6.74715896938365,ido2,0.455975,0.040714,0.484411929615107,6.26274703976854
pla2g5-ptgs2,pla2g5,0,1.79642,-1.48358105828553,ptgs2,42.4888,0.589407,4.77408339209244,6.25766445037797
dgkg-lipg,dgkg,0,1.255886,-1.17369416375168,lipg,38.9602,0.180706,5.08084212544679,6.25453628919847
lipg-dgkg,lipg,38.9602,0.180706,5.08084212544679,dgkg,0,1.255886,-1.17369416375168,6.25453628919847
maoa-aldh1b1,maoa,72.0877,3.24255,4.10662506638774,aldh1b1,1.1378,8.46187,-2.14599844998003,6.25262351636777
gpx1-gstp1,gpx1,437.34412,1681.16476,-1.94018321687313,gstp1,164.513,7.38881,4.30233455508118,6.24251777195432
adcy6-adcy9,adcy6,38.4311,0.144194,5.10693036820939,adcy9,2.523206553,6.69565031,-1.12715418723735,6.23408455544674
npr2-polr2b,npr2,73.633276,0.2432081,5.90767930033879,polr2b,35.0915,43.6366,-0.306568035919001,6.21424733625779
ptges2-tbxas1,ptges2,27.330849,19.38778,0.474669145448665,tbxas1,1.1791225,114.2830637,-5.72528947093682,6.19995861638549
