kegg_pair,Enzyme1,WT_MEF.x,WT_BMDM.x,log2diff.x,Enzyme2,WT_MEF.y,WT_BMDM.y,log2diff.y,m1
adh7-aox3,adh7,7.821317,0,3.14099406253189,aox3,0.3590541,0,0.442602886751532,2.69839117578036
aoc3-maoa,aoc3,1.77231,0.044234,1.40864355045287,maoa,72.0877,3.24255,4.10662506638774,2.69798151593487
cyp2c29-cyp4a12b,cyp2c29,0.056186709,0.0572804,-0.00149315096136814,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69709750884131
pde1a-pde6a,pde1a,5.454253192,0,2.69025017399436,pde6a,0.0709325,0.0752077,-0.00574782392804951,2.69599799792241
alox12b-cyp4a12b,alox12b,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
alox12e-cyp4a12b,alox12e,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
alox15-cyp4a12b,alox15,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp26a1-cyp4a12b,cyp26a1,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2b10-cyp4a12b,cyp2b10,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2b13-cyp4a12b,cyp2b13,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2b23-cyp4a12b,cyp2b23,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2b9-cyp4a12b,cyp2b9,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c37-cyp4a12b,cyp2c37,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c38-cyp4a12b,cyp2c38,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c39-cyp4a12b,cyp2c39,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c54-cyp4a12b,cyp2c54,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c65-cyp4a12b,cyp2c65,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c66-cyp4a12b,cyp2c66,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp2c70-cyp4a12b,cyp2c70,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp3a16-cyp4a12b,cyp3a16,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp3a41a-cyp4a12b,cyp3a41a,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp3a44-cyp4a12b,cyp3a44,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
cyp4a12b-cyp4a32,cyp4a12b,5.74867,0.0417426,2.69560435787994,cyp4a32,0,0,0,2.69560435787994
cyp4a12b-cyp4f14,cyp4a12b,5.74867,0.0417426,2.69560435787994,cyp4f14,0,0,0,2.69560435787994
cyp4a12b-ugt1a10,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt1a10,0,0,0,2.69560435787994
cyp4a12b-ugt1a2,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt1a2,0,0,0,2.69560435787994
cyp4a12b-ugt1a9,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt1a9,0,0,0,2.69560435787994
cyp4a12b-ugt2a1,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2a1,0,0,0,2.69560435787994
cyp4a12b-ugt2a2,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2a2,0,0,0,2.69560435787994
cyp4a12b-ugt2b37,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2b37,0,0,0,2.69560435787994
cyp4a12b-ugt2b38,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2b38,0,0,0,2.69560435787994
pla2g10-cyp4a12b,pla2g10,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
pla2g2a-cyp4a12b,pla2g2a,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
pla2g2c-cyp4a12b,pla2g2c,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
pla2g2f-cyp4a12b,pla2g2f,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
pla2g4d-cyp4a12b,pla2g4d,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
pla2g4f-cyp4a12b,pla2g4f,0,0,0,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.69560435787994
synj1-pik3c2b,synj1,14.34422905,61.487805,-2.02587850228418,pik3c2b,0.667601,0.0484535,0.669511264559044,2.69538976684323
mtmr4-pip4k2a,mtmr4,29.490605,12.07711,1.22132103182841,pip4k2a,17.1906,49.51156,-1.47342046895229,2.6947415007807
mogat2-dgki,mogat2,9.82633,0.516466,2.83575921155141,dgki,0.139063778,0.0325969,0.14157135606032,2.69418785549109
inpp5b-plcg1,inpp5b,24.243322,34.657527,-0.498304869170767,plcg1,36.621681,7.212246,2.19571556282504,2.6940204319958
pde3b-guk1,pde3b,2.1424577,7.46695,-1.429949044576,guk1,84.92907,34.802822,1.26307297489254,2.69302201946853
pde5a-nt5m,pde5a,7.35402,0.211867,2.78523922282013,nt5m,20.664722,19.3212289,0.0923600743174573,2.69287914850268
gucy1a2-twistnb,gucy1a2,7.3487051,0.213061,2.78290035053749,twistnb,11.38911,10.63728,0.0903186576725585,2.69258169286493
pde2a-pde8b,pde2a,0.560264853,1.861128,-0.8747930962713,pde8b,20.281129,5.037274,1.81760550622707,2.69239860249837
gstm1-gstm6,gstm1,33.755712,72.146352,-1.07353581513237,gstm6,2.06682,0,1.61674349339723,2.69027930852961
gstm6-gstm1,gstm6,2.06682,0,1.61674349339723,gstm1,33.755712,72.146352,-1.07353581513237,2.69027930852961
entpd8-pde1a,entpd8,0,0,0,pde1a,5.454253192,0,2.69025017399436,2.69025017399436
gucy1b2-pde1a,gucy1b2,0,0,0,pde1a,5.454253192,0,2.69025017399436,2.69025017399436
gucy2d-pde1a,gucy2d,0,0,0,pde1a,5.454253192,0,2.69025017399436,2.69025017399436
gucy2f-pde1a,gucy2f,0,0,0,pde1a,5.454253192,0,2.69025017399436,2.69025017399436
pde11a-pde1a,pde11a,0,0,0,pde1a,5.454253192,0,2.69025017399436,2.69025017399436
pde1a-4933425l06rik,pde1a,5.454253192,0,2.69025017399436,4933425l06rik,0,0,0,2.69025017399436
pde1a-nt5c1a,pde1a,5.454253192,0,2.69025017399436,nt5c1a,0,0,0,2.69025017399436
pde1a-pde6c,pde1a,5.454253192,0,2.69025017399436,pde6c,0,0,0,2.69025017399436
rbks-rpia,rbks,1.40017,13.9731,-2.64116444672545,rpia,13.88754,13.4034902,0.047686941833951,2.6888513885594
mboat2-pnpla6,mboat2,4.418691,0.0141553,2.41766578744986,pnpla6,13.18968802,16.1207377,-0.270901995968794,2.68856778341865
nme1-nme3,nme1,202.58547,93.1298,1.11291116447798,nme3,9.00305,28.806209,-1.57517293822072,2.6880841026987
dctd-nt5c3,dctd,27.47856,4.695982,2.32185970687394,nt5c3,20.6936504,26.922125,-0.364135904983262,2.6859956118572
gstm6-gstp1,gstm6,2.06682,0,1.61674349339723,gstp1,164.513,7.38881,4.30233455508118,2.68559106168395
gstp1-gstm6,gstp1,164.513,7.38881,4.30233455508118,gstm6,2.06682,0,1.61674349339723,2.68559106168395
ptgs2-ptges,ptgs2,42.4888,0.589407,4.77408339209244,ptges,11.98279,2.050575,2.08944734599987,2.68463604609257
pfkfb4-pfkm,pfkfb4,6.84592,22.889643,-1.60637076440037,pfkm,19.67780027,8.79537,1.0779108246514,2.68428158905178
blvrb-ugt2b34,blvrb,28.41614,182.040802,-2.63748542547432,ugt2b34,0.0312329,0,0.0443701966532521,2.68185562212757
gsta4-gsto1,gsta4,24.53438,0.112364,4.52074016441871,gsto1,355.23474,98.555126,1.83926070888804,2.68147945553067
gsto1-gsta4,gsto1,355.23474,98.555126,1.83926070888804,gsta4,24.53438,0.112364,4.52074016441871,2.68147945553067
pde8b-ak5,pde8b,20.281129,5.037274,1.81760550622707,ak5,30.21457,0.381986,4.49740468600608,2.67979917977901
entpd1-ntpcr,entpd1,1.8928853,48.673473,-4.1018945905206,ntpcr,25.20031,69.239343,-1.42269546863585,2.67919912188476
ntpcr-entpd1,ntpcr,25.20031,69.239343,-1.42269546863585,entpd1,1.8928853,48.673473,-4.1018945905206,2.67919912188476
gucy1a2-polr1a,gucy1a2,7.3487051,0.213061,2.78290035053749,polr1a,25.052255,23.22821,0.104720431749136,2.67817991878836
adsl-pde1a,adsl,58.726743,58.1993413,0.0127959279858816,pde1a,5.454253192,0,2.69025017399436,2.67745424600848
pisd-pla2g6,pisd,60.84789,94.74538,-0.630478497262533,pla2g6,13.89847303,2.608515,2.04568731704701,2.67616581430954
pla2g10-enpp2,pla2g10,0,0,0,enpp2,6.581401,0.186479,2.6757779090313,2.6757779090313
pla2g2a-enpp2,pla2g2a,0,0,0,enpp2,6.581401,0.186479,2.6757779090313,2.6757779090313
pla2g2c-enpp2,pla2g2c,0,0,0,enpp2,6.581401,0.186479,2.6757779090313,2.6757779090313
pla2g2f-enpp2,pla2g2f,0,0,0,enpp2,6.581401,0.186479,2.6757779090313,2.6757779090313
pla2g4d-enpp2,pla2g4d,0,0,0,enpp2,6.581401,0.186479,2.6757779090313,2.6757779090313
pla2g4f-enpp2,pla2g4f,0,0,0,enpp2,6.581401,0.186479,2.6757779090313,2.6757779090313
agpat1-lpin3,agpat1,93.3708584,69.99546019,0.410614651655821,lpin3,7.870610848,0.0449562,3.08559098271392,2.6749763310581
hexb-st8sia1,hexb,100.6263,804.06796,-2.98583676648509,st8sia1,0.0309028,0.279714,-0.3119131092781,2.67392365720699
entpd1-pde3b,entpd1,1.8928853,48.673473,-4.1018945905206,pde3b,2.1424577,7.46695,-1.429949044576,2.67194554594461
taldo1-pfkm,taldo1,167.32321,506.698722,-1.59273850560678,pfkm,19.67780027,8.79537,1.0779108246514,2.67064933025819
ldhb-ldhd,ldhb,59.008937,5.366087,3.23669859581447,ldhd,0.8953367,0.279381,0.567008197771099,2.66969039804337
cyp2c44-ephx2,cyp2c44,0,0.132818,-0.179916094531094,ephx2,4.8955,0.0496678,2.48968135956705,2.66959745409815
akr1b3-aldh7a1,akr1b3,115.618859,188.960762,-0.703900335880993,aldh7a1,86.77321,21.474564,1.96548754170601,2.669387877587
dgkd-pnpla3,dgkd,14.764858,93.67449,-2.58626356932393,pnpla3,0.121329,0.0630852,0.0769524046532451,2.66321597397717
pnpla3-dgkd,pnpla3,0.121329,0.0630852,0.0769524046532451,dgkd,14.764858,93.67449,-2.58626356932393,2.66321597397717
pip4k2c-plcg1,pip4k2c,30.15533,42.07853,-0.467490022452633,plcg1,36.621681,7.212246,2.19571556282504,2.66320558527767
ctps-polr2d,ctps,119.059338,14.68,2.93675015359956,polr2d,52.4552,43.2194,0.273650847073781,2.66309930652578
mogat2-pnliprp2,mogat2,9.82633,0.516466,2.83575921155141,pnliprp2,0.127513,0,0.173144067562617,2.6626151439888
pnliprp2-mogat2,pnliprp2,0.127513,0,0.173144067562617,mogat2,9.82633,0.516466,2.83575921155141,2.6626151439888
ckb-ckmt2,ckb,108.6001036,692.80572,-2.66228257279044,ckmt2,0,0,0,2.66228257279044
minpp1-plce1,minpp1,51.2784,29.049,0.798898007268,plce1,10.13326093,0.0132735,3.45778067958051,2.65888267231251
adh1-ugt2b34,adh1,6.442594,0.14308752,2.70286967072299,ugt2b34,0.0312329,0,0.0443701966532521,2.65849947406973
cth-txnrd1,cth,8.945442,0.312228,2.92201707899174,txnrd1,226.827161,188.716482,0.264094730672698,2.65792234831904
alox5-gpx2,alox5,0.111607,6.769639,-2.80520074378345,gpx2,0,0.108108,-0.148098498238391,2.65710224554506
pla2g6-tmem86b,pla2g6,13.89847303,2.608515,2.04568731704701,tmem86b,2.429154,4.23757,-0.611044924754402,2.65673224180141
cyp2c50-ephx2,cyp2c50,0.1145441,0.250447,-0.165990208490912,ephx2,4.8955,0.0496678,2.48968135956705,2.65567156805796
nme4-adcy4,nme4,39.51557,34.88166,0.175229802030971,adcy4,6.31417,0.0289318,2.82954679878007,2.65431699674909
pfkfb1-pfkfb3,pfkfb1,5.4788868,2.5853,0.853652109565398,pfkfb3,11.189842,41.45814968,-1.80036207374654,2.65401418331193
pde1c-pde4b,pde1c,0.4673605,3.3317712,-1.56173368842362,pde4b,10.2847264,4.293314,1.09212829812041,2.65386198654402
dgka-dgkd,dgka,5.296282,5.011696,0.0667281014417496,dgkd,14.764858,93.67449,-2.58626356932393,2.65299167076568
adh7-aldh3a1,adh7,7.821317,0,3.14099406253189,aldh3a1,0.402772,0,0.48828053910777,2.65271352342412
cyp4a12b-ugt2b34,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2b34,0.0312329,0,0.0443701966532521,2.65123416122669
pla2g2d-cyp4a12b,pla2g2d,0.2561584,0.215812,0.0470982344461681,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.64850612343377
gucy2e-pde1a,gucy2e,0.0296143,0,0.0421039959632283,pde1a,5.454253192,0,2.69025017399436,2.64814617803113
pla2g3-cyp4a12b,pla2g3,0.0749636,0.0388017,0.0493675285598261,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.64623682932012
pde1a-ampd1,pde1a,5.454253192,0,2.69025017399436,ampd1,0.0327883,0,0.0465445621988834,2.64370561179548
adcy3-polr3c,adcy3,19.39436,3.511477,2.17649849843064,polr3c,22.510331,31.485591,-0.466505101196267,2.64300359962691
gba2-sgms2,gba2,8.033496,9.586828,-0.228914067465082,sgms2,22.16185,3.34963,2.41278590104596,2.64169996851104
cyp2j5-cyp4a12b,cyp2j5,0.0824835,0.0426886,0.0540366746562019,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.64156768322374
ctps-polr2f,ctps,119.059338,14.68,2.93675015359956,polr2f,168.08,136.759,0.295559442196937,2.64119071140262
rbks-prps1l1,rbks,1.40017,13.9731,-2.64116444672545,prps1l1,0,0,0,2.64116444672545
rbks-tktl2,rbks,1.40017,13.9731,-2.64116444672545,tktl2,0,0,0,2.64116444672545
pfkm-aldoa,pfkm,19.67780027,8.79537,1.0779108246514,aldoa,784.159262,2319.06506,-1.56310803682697,2.64101886147837
pde3a-gmpr2,pde3a,2.221243,0.0317349,1.64254517313011,gmpr2,28.274,57.4798,-0.998318488206611,2.64086366133672
alox5-cyp2c50,alox5,0.111607,6.769639,-2.80520074378345,cyp2c50,0.1145441,0.250447,-0.165990208490912,2.63921053529254
cyp2j13-cyp4a12b,cyp2j13,0.0644076,0.0225497,0.0578797509149887,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.63772460696495
blvrb-ugt1a10,blvrb,28.41614,182.040802,-2.63748542547432,ugt1a10,0,0,0,2.63748542547432
blvrb-ugt1a2,blvrb,28.41614,182.040802,-2.63748542547432,ugt1a2,0,0,0,2.63748542547432
blvrb-ugt1a9,blvrb,28.41614,182.040802,-2.63748542547432,ugt1a9,0,0,0,2.63748542547432
blvrb-ugt2a1,blvrb,28.41614,182.040802,-2.63748542547432,ugt2a1,0,0,0,2.63748542547432
blvrb-ugt2a2,blvrb,28.41614,182.040802,-2.63748542547432,ugt2a2,0,0,0,2.63748542547432
blvrb-ugt2b37,blvrb,28.41614,182.040802,-2.63748542547432,ugt2b37,0,0,0,2.63748542547432
blvrb-ugt2b38,blvrb,28.41614,182.040802,-2.63748542547432,ugt2b38,0,0,0,2.63748542547432
gsta3-gstm6,gsta3,0.2012141,1.434288,-1.0190065483958,gstm6,2.06682,0,1.61674349339723,2.63575004179303
gstm6-gsta3,gstm6,2.06682,0,1.61674349339723,gsta3,0.2012141,1.434288,-1.0190065483958,2.63575004179303
smox-aldh3a1,smox,15.95141788,74.061343,-2.14666415238418,aldh3a1,0.402772,0,0.48828053910777,2.63494469149195
galnt13-galnt2,galnt13,18.196235,0,4.26275147461169,galnt2,87.551611,27.6453,1.62822010676756,2.63453136784414
hyal1-hyal2,hyal1,7.005613,22.439312,-1.54984644274005,hyal2,57.796054,26.724271,1.08456980849237,2.63441625123242
aldh1b1-aldh3a1,aldh1b1,1.1378,8.46187,-2.14599844998003,aldh3a1,0.402772,0,0.48828053910777,2.6342789890878
cyp2b19-cyp4a12b,cyp2b19,0.0434299,0,0.0613336802107711,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.63427067766917
scly-txnrd3,scly,8.504723,40.352963,-2.121274216748,txnrd3,7.192862,4.74877,0.511114202616373,2.63238841936437
dck-ampd2,dck,16.907562,60.083416,-1.77021180799145,ampd2,43.2749,23.356908,0.862158047270132,2.63236985526158
adh1-ugt2b36,adh1,6.442594,0.14308752,2.70286967072299,ugt2b36,0.0520357,0,0.0731836621768622,2.62968600854612
adcy4-adcy8,adcy4,6.31417,0.0289318,2.82954679878007,adcy8,0.148643,0,0.199930475826283,2.62961632295378
plcb1-synj2,plcb1,2.677424,0.0274404,1.83964081798129,synj2,10.908392,19.588611,-0.789867884526568,2.62950870250786
aldh2-aox1,aldh2,199.00445,573.84667,-1.52314509483263,aox1,1.652596,0.232394,1.10594140096466,2.62908649579728
pip5k1c-pik3cd,pip5k1c,41.650933,102.551528,-1.27969963571298,pik3cd,1.5242462,36.906366,-3.9085156209233,2.62881598521032
pla2g2d-enpp2,pla2g2d,0.2561584,0.215812,0.0470982344461681,enpp2,6.581401,0.186479,2.6757779090313,2.62867967458514
dgkd-cds2,dgkd,14.764858,93.67449,-2.58626356932393,cds2,40.51288,39.321568,0.0420072813553318,2.62827085067926
gla-neu3,gla,33.74112,144.1709,-2.06303611902496,neu3,2.32303,1.24653,0.564800989967104,2.62783710899207
dgkb-dgkd,dgkb,0.0291633,0,0.0414719165449863,dgkd,14.764858,93.67449,-2.58626356932393,2.62773548586892
acaa1b-acox3,acaa1b,1.0619,0.0759896,0.938310231634726,acox3,20.3649113,67.888745,-1.68902496812845,2.62733519976317
pla2g3-enpp2,pla2g3,0.0749636,0.0388017,0.0493675285598261,enpp2,6.581401,0.186479,2.6757779090313,2.62641038047148
ctps-polr3g,ctps,119.059338,14.68,2.93675015359956,polr3g,6.788054,5.279982,0.31050246330413,2.62624769029543
alox5-cyp2c44,alox5,0.111607,6.769639,-2.80520074378345,cyp2c44,0,0.132818,-0.179916094531094,2.62528464925235
pde10a-pde2a,pde10a,3.3519739,0.294047,1.74977988716676,pde2a,0.560264853,1.861128,-0.8747930962713,2.62457298343806
hexb-nagk,hexb,100.6263,804.06796,-2.98583676648509,nagk,73.233371,94.362998,-0.361361707299659,2.62447505918543
entpd3-pde4d,entpd3,0.518379,0,0.60253194435959,pde4d,15.723309,0.7867857,3.22642181944367,2.62388987508408
adk-nt5e,adk,109.701,41.0627,1.39605488994845,nt5e,3.23059,8.9083707,-1.22778896858999,2.62384385853843
nt5e-adk,nt5e,3.23059,8.9083707,-1.22778896858999,adk,109.701,41.0627,1.39605488994845,2.62384385853843
degs2-sgms2,degs2,0,0.15744,-0.210937408218963,sgms2,22.16185,3.34963,2.41278590104596,2.62372330926492
entpd6-pde1a,entpd6,12.68752,12.062671,0.0674111495002903,pde1a,5.454253192,0,2.69025017399436,2.62283902449407
cyp4a12b-ugt2b36,cyp4a12b,5.74867,0.0417426,2.69560435787994,ugt2b36,0.0520357,0,0.0731836621768622,2.62242069570308
vnn1-vnn3,vnn1,4.83445,0,2.54459666284416,vnn3,0.0544362,0.112643,-0.0775189615310253,2.62211562437519
cyp26b1-cyp4a10,cyp26b1,6.5939,0,2.92484100100415,cyp4a10,0.294815,0.0492264,0.303419970505336,2.62142103049881
dhrs3-aldh1a2,dhrs3,73.860829,368.90852,-2.30488560036411,aldh1a2,0.299711,0.0443157,0.315632956192664,2.62051855655678
dgkq-lpin3,dgkq,14.740842,10.399198,0.465580388758641,lpin3,7.870610848,0.0449562,3.08559098271392,2.62001059395528
lpin3-dgkq,lpin3,7.870610848,0.0449562,3.08559098271392,dgkq,14.740842,10.399198,0.465580388758641,2.62001059395528
aldh3a1-gstt1,aldh3a1,0.402772,0,0.48828053910777,gstt1,8.52661,0.104858,3.1081019675148,2.61982142840703
pla2g4c-cyp4a12b,pla2g4c,0.392526,0.3193844,0.0778393123882477,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.61776504549169
dck-cmpk2,dck,16.907562,60.083416,-1.77021180799145,cmpk2,0.148556,23.045442,-4.38787034103526,2.61765853304381
pip4k2a-pip5k1a,pip4k2a,17.1906,49.51156,-1.47342046895229,pip5k1a,38.338123,16.806972,1.14348590861698,2.61690637756927
pde1a-ak1,pde1a,5.454253192,0,2.69025017399436,ak1,189.645,3.81771,5.30639733034639,2.61614715635203
ampd3-nudt16,ampd3,9.899421,50.283457,-2.23424201874056,nudt16,10.34894,7.713161,0.381289448609696,2.61553146735026
nans-npl,nans,73.7358,77.009468,-0.0618497448610373,npl,0.68366,9.768835,-2.67718945026276,2.61533970540172
npl-nans,npl,0.68366,9.768835,-2.67718945026276,nans,73.7358,77.009468,-0.0618497448610373,2.61533970540172
galnt12-galntl6,galnt12,0.798209,9.336564,-2.5231240804315,galntl6,0.0658227,0,0.0919674652031522,2.61509154563465
cyp2c68-cyp4a12b,cyp2c68,0.0574297,0,0.0805617533379922,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.61504260454195
aldh1b1-aldh6a1,aldh1b1,1.1378,8.46187,-2.14599844998003,aldh6a1,7.763148,5.331971,0.468794576593495,2.61479302657352
cyp4a12a-cyp4a12b,cyp4a12a,0.0576549,0,0.0808689702922795,cyp4a12b,5.74867,0.0417426,2.69560435787994,2.61473538758766
pla2g2e-cyp2u1,pla2g2e,2.53914,7.27986,-1.22620754163157,cyp2u1,2.819937,0.459055,1.38851457734487,2.61472211897645
pla2g4e-pnpla7,pla2g4e,0.157235,0,0.210681862637699,pnpla7,5.766099,34.808608,-2.40391024580137,2.61459210843907
pla2g12b-alox5,pla2g12b,0,0.141582,-0.191034492277869,alox5,0.111607,6.769639,-2.80520074378345,2.61416625150558
gba-ugcg,gba,167.053221,293.50334,-0.8093658015437,ugcg,62.237046,17.137335,1.80180748669332,2.61117328823702
ugcg-gba,ugcg,62.237046,17.137335,1.80180748669332,gba,167.053221,293.50334,-0.8093658015437,2.61117328823702
gsto1-mgst3,gsto1,355.23474,98.555126,1.83926070888804,mgst3,36.6253,63.2013,-0.770899425460039,2.61016013434808
mgst3-gsto1,mgst3,36.6253,63.2013,-0.770899425460039,gsto1,355.23474,98.555126,1.83926070888804,2.61016013434808
gns-hexb,gns,191.7047361,249.096591,-0.376093363507984,hexb,100.6263,804.06796,-2.98583676648509,2.60974340297711
aldh1a2-cyp26b1,aldh1a2,0.299711,0.0443157,0.315632956192664,cyp26b1,6.5939,0,2.92484100100415,2.60920804481148
pafah1b2-pla2g2e,pafah1b2,157.608438,59.834601,1.38250549839124,pla2g2e,2.53914,7.27986,-1.22620754163157,2.60871304002282
mboat2-pla2g12b,mboat2,4.418691,0.0141553,2.41766578744986,pla2g12b,0,0.141582,-0.191034492277869,2.60870027972773
pla2g12b-mboat2,pla2g12b,0,0.141582,-0.191034492277869,mboat2,4.418691,0.0141553,2.41766578744986,2.60870027972773
mpi-pfkfb4,mpi,33.848298,16.405693,1.00152894073805,pfkfb4,6.84592,22.889643,-1.60637076440037,2.60789970513842
nampt-nt5c,nampt,17.81966,67.9569,-1.87345435437389,nt5c,128.83258,77.03822,0.734399680058119,2.60785403443201
nme4-gucy1a2,nme4,39.51557,34.88166,0.175229802030971,gucy1a2,7.3487051,0.213061,2.78290035053749,2.60767054850652
pmm1-gmppb,pmm1,118.174863,11.731516,3.22660384403215,gmppb,41.52224,26.67473,0.619648355751632,2.60695548828052
ctps-polr1d,ctps,119.059338,14.68,2.93675015359956,polr1d,155.5091,123.402363,0.331232653601218,2.60551749999834
pde1a-ak3,pde1a,5.454253192,0,2.69025017399436,ak3,38.30744,36.05302,0.0852112735941004,2.60503890040026
agpat2-mboat2,agpat2,30.187296,34.5028,-0.186974336529221,mboat2,4.418691,0.0141553,2.41766578744986,2.60464012397908
cyp26b1-cyp4a14,cyp26b1,6.5939,0,2.92484100100415,cyp4a14,0.250229,0,0.322192372411771,2.60264862859238
ctps-polr3k,ctps,119.059338,14.68,2.93675015359956,polr3k,27.90427,21.91162,0.335203166283517,2.60154698731604
cyp2s1-gstm6,cyp2s1,0.1746565,1.322619,-0.983513578316705,gstm6,2.06682,0,1.61674349339723,2.60025707171394
aldh3a1-gstm2,aldh3a1,0.402772,0,0.48828053910777,gstm2,42.12821,4.0719,3.08803363346676,2.59975309435899
maoa-aldh1a3,maoa,72.0877,3.24255,4.10662506638774,aldh1a3,3.56941,0.6074588,1.50722613621809,2.59939893016965
pde1b-nt5c3,pde1b,2.29403,24.6889,-2.96321951587038,nt5c3,20.6936504,26.922125,-0.364135904983262,2.59908361088712
pla2g4c-enpp2,pla2g4c,0.392526,0.3193844,0.0778393123882477,enpp2,6.581401,0.186479,2.6757779090313,2.59793859664306
pde1a-nt5m,pde1a,5.454253192,0,2.69025017399436,nt5m,20.664722,19.3212289,0.0923600743174573,2.5978900996769
impdh2-nt5e,impdh2,187.436331,71.919178,1.36970694357797,nt5e,3.23059,8.9083707,-1.22778896858999,2.59749591216795
dgkz-pld2,dgkz,29.03963362,248.73477,-3.05545757621147,pld2,16.772943,23.418691,-0.458303269335677,2.59715430687579
cyp2f2-mgst2,cyp2f2,0.771596,0,0.825049644948941,mgst2,0.8148781,5.194421,-1.77109678831109,2.59614643326003
adh1-rdh9,adh1,6.442594,0.14308752,2.70286967072299,rdh9,0.295839,0.2024383,0.107923615656238,2.59494605506675
gstk1-gsto1,gstk1,5.30328,9.64219,-0.755620410291206,gsto1,355.23474,98.555126,1.83926070888804,2.59488111917925
gsto1-gstk1,gsto1,355.23474,98.555126,1.83926070888804,gstk1,5.30328,9.64219,-0.755620410291206,2.59488111917925
gpx1-gsto2,gpx1,437.34412,1681.16476,-1.94018321687313,gsto2,1.42778,0.543863,0.653092957941813,2.59327617481495
aldh2-carns1,aldh2,199.00445,573.84667,-1.52314509483263,carns1,1.46046,0.172164,1.06975362812337,2.592898722956
plcb2-synj1,plcb2,0.0908035,25.791776,-4.61832707957913,synj1,14.34422905,61.487805,-2.02587850228418,2.59244857729494
nt5c-pnp,nt5c,128.83258,77.03822,0.734399680058119,pnp,88.3378,322.8434,-1.85795370902706,2.59235338908518
adcy4-pde6g,adcy4,6.31417,0.0289318,2.82954679878007,pde6g,0.287206,0.0899234,0.240016210249604,2.58953058853046
adh7-rdh11,adh7,7.821317,0,3.14099406253189,rdh11,41.69448,28.1283,0.551628050158135,2.58936601237376
cyp26b1-ugt1a6b,cyp26b1,6.5939,0,2.92484100100415,ugt1a6b,0.669232,0.322903,0.335477201242042,2.5893637997621
adk-pde8a,adk,109.701,41.0627,1.39605488994845,pde8a,16.678757,39.415361,-1.1928868923581,2.58894178230655
aldh1b1-aox3,aldh1b1,1.1378,8.46187,-2.14599844998003,aox3,0.3590541,0,0.442602886751532,2.58860133673156
gstp2-mgst2,gstp2,0.762288,0,0.817449714393923,mgst2,0.8148781,5.194421,-1.77109678831109,2.58854650270502
mgst2-gstp2,mgst2,0.8148781,5.194421,-1.77109678831109,gstp2,0.762288,0,0.817449714393923,2.58854650270502
plch1-synj1,plch1,0.476959677,0,0.562630439111343,synj1,14.34422905,61.487805,-2.02587850228418,2.58850894139553
